| end of split  12 / 18 | epoch  15 | time:  8.60s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  13 / 18 | epoch  15 | time:  7.80s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  14 / 18 | epoch  15 | time:  7.49s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  15 / 18 | epoch  15 | time:  9.00s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  16 / 18 | epoch  15 | time:  6.99s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  17 / 18 | epoch  15 | time:  5.88s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  18 / 18 | epoch  15 | time:  7.40s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   1 / 18 | epoch  16 | time:  8.33s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   2 / 18 | epoch  16 | time:  7.28s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   3 / 18 | epoch  16 | time:  8.01s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   4 / 18 | epoch  16 | time:  7.62s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   5 / 18 | epoch  16 | time:  7.50s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   6 / 18 | epoch  16 | time:  7.20s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   7 / 18 | epoch  16 | time:  8.69s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   8 / 18 | epoch  16 | time:  8.19s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   9 / 18 | epoch  16 | time:  7.12s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  10 / 18 | epoch  16 | time:  6.74s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  11 / 18 | epoch  16 | time:  7.81s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  12 / 18 | epoch  16 | time:  5.94s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  13 / 18 | epoch  16 | time:  8.21s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  14 / 18 | epoch  16 | time:  7.80s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  15 / 18 | epoch  16 | time:  7.31s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  16 / 18 | epoch  16 | time:  7.69s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  17 / 18 | epoch  16 | time:  7.45s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  18 / 18 | epoch  16 | time:  7.27s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   1 / 18 | epoch  17 | time:  8.57s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   2 / 18 | epoch  17 | time:  8.46s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   3 / 18 | epoch  17 | time:  7.46s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   4 / 18 | epoch  17 | time:  8.09s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   5 / 18 | epoch  17 | time:  7.92s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   6 / 18 | epoch  17 | time:  7.21s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   7 / 18 | epoch  17 | time:  7.50s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   8 / 18 | epoch  17 | time:  7.96s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   9 / 18 | epoch  17 | time:  8.59s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  10 / 18 | epoch  17 | time:  7.74s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  11 / 18 | epoch  17 | time:  8.38s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  12 / 18 | epoch  17 | time:  9.07s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  13 / 18 | epoch  17 | time:  7.57s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  14 / 18 | epoch  17 | time:  7.56s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  15 / 18 | epoch  17 | time:  7.93s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  16 / 18 | epoch  17 | time:  7.77s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  17 / 18 | epoch  17 | time:  5.90s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  18 / 18 | epoch  17 | time:  7.83s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   1 / 18 | epoch  18 | time:  7.81s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   2 / 18 | epoch  18 | time:  7.54s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   3 / 18 | epoch  18 | time:  5.79s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   4 / 18 | epoch  18 | time:  7.11s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   5 / 18 | epoch  18 | time:  7.25s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   6 / 18 | epoch  18 | time:  8.32s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   7 / 18 | epoch  18 | time:  7.17s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   8 / 18 | epoch  18 | time:  7.60s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   9 / 18 | epoch  18 | time:  6.71s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  10 / 18 | epoch  18 | time:  7.48s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  11 / 18 | epoch  18 | time:  8.65s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  12 / 18 | epoch  18 | time:  7.72s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  13 / 18 | epoch  18 | time:  7.31s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  14 / 18 | epoch  18 | time:  7.47s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  15 / 18 | epoch  18 | time:  8.20s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  16 / 18 | epoch  18 | time:  7.97s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  17 / 18 | epoch  18 | time:  8.23s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  18 / 18 | epoch  18 | time:  7.38s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   1 / 18 | epoch  19 | time:  7.62s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   2 / 18 | epoch  19 | time:  8.63s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   3 / 18 | epoch  19 | time:  9.07s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   4 / 18 | epoch  19 | time:  7.47s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   5 / 18 | epoch  19 | time:  8.46s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   6 / 18 | epoch  19 | time:  7.64s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   7 / 18 | epoch  19 | time:  7.80s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   8 / 18 | epoch  19 | time:  7.91s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   9 / 18 | epoch  19 | time:  8.20s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  10 / 18 | epoch  19 | time:  7.80s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  11 / 18 | epoch  19 | time:  7.65s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  12 / 18 | epoch  19 | time:  5.78s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  13 / 18 | epoch  19 | time:  7.25s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  14 / 18 | epoch  19 | time:  8.85s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  15 / 18 | epoch  19 | time:  7.31s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  16 / 18 | epoch  19 | time:  7.49s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  17 / 18 | epoch  19 | time:  7.67s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  18 / 18 | epoch  19 | time:  6.84s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   1 / 18 | epoch  20 | time:  7.72s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   2 / 18 | epoch  20 | time:  8.04s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   3 / 18 | epoch  20 | time:  7.42s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   4 / 18 | epoch  20 | time:  7.09s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   5 / 18 | epoch  20 | time:  8.74s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   6 / 18 | epoch  20 | time:  7.78s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   7 / 18 | epoch  20 | time:  7.55s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   8 / 18 | epoch  20 | time:  7.50s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   9 / 18 | epoch  20 | time:  7.64s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  10 / 18 | epoch  20 | time:  7.23s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  11 / 18 | epoch  20 | time:  5.63s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  12 / 18 | epoch  20 | time:  6.71s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  13 / 18 | epoch  20 | time:  8.21s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  14 / 18 | epoch  20 | time:  8.22s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  15 / 18 | epoch  20 | time:  7.22s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  16 / 18 | epoch  20 | time:  7.93s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  17 / 18 | epoch  20 | time:  7.12s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  18 / 18 | epoch  20 | time:  7.41s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   1 / 18 | epoch  21 | time:  7.00s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   2 / 18 | epoch  21 | time:  7.49s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   3 / 18 | epoch  21 | time:  8.09s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   4 / 18 | epoch  21 | time:  7.23s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   5 / 18 | epoch  21 | time:  7.58s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   6 / 18 | epoch  21 | time:  7.72s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   7 / 18 | epoch  21 | time:  8.28s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   8 / 18 | epoch  21 | time:  7.31s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   9 / 18 | epoch  21 | time:  7.57s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  10 / 18 | epoch  21 | time:  7.14s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  11 / 18 | epoch  21 | time:  7.26s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  12 / 18 | epoch  21 | time:  7.46s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  13 / 18 | epoch  21 | time:  8.28s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  14 / 18 | epoch  21 | time:  5.74s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  15 / 18 | epoch  21 | time:  8.09s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  16 / 18 | epoch  21 | time:  7.78s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  17 / 18 | epoch  21 | time:  7.70s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  18 / 18 | epoch  21 | time:  8.69s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   1 / 18 | epoch  22 | time:  7.67s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   2 / 18 | epoch  22 | time:  8.18s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   3 / 18 | epoch  22 | time:  8.10s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   4 / 18 | epoch  22 | time:  7.58s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   5 / 18 | epoch  22 | time:  6.77s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   6 / 18 | epoch  22 | time:  7.72s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   7 / 18 | epoch  22 | time:  8.23s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   8 / 18 | epoch  22 | time:  7.09s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   9 / 18 | epoch  22 | time:  8.71s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  10 / 18 | epoch  22 | time:  7.56s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  11 / 18 | epoch  22 | time:  7.31s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  12 / 18 | epoch  22 | time:  7.30s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  13 / 18 | epoch  22 | time:  5.62s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  14 / 18 | epoch  22 | time:  7.26s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  15 / 18 | epoch  22 | time:  7.98s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  16 / 18 | epoch  22 | time:  7.13s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  17 / 18 | epoch  22 | time:  7.47s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  18 / 18 | epoch  22 | time:  7.43s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   1 / 18 | epoch  23 | time:  8.85s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   2 / 18 | epoch  23 | time:  8.26s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   3 / 18 | epoch  23 | time:  6.85s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   4 / 18 | epoch  23 | time:  5.64s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   5 / 18 | epoch  23 | time:  7.31s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   6 / 18 | epoch  23 | time:  7.28s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   7 / 18 | epoch  23 | time:  8.26s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   8 / 18 | epoch  23 | time:  7.43s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   9 / 18 | epoch  23 | time:  8.03s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  10 / 18 | epoch  23 | time:  7.46s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  11 / 18 | epoch  23 | time:  7.20s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  12 / 18 | epoch  23 | time:  7.32s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  13 / 18 | epoch  23 | time:  7.57s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  14 / 18 | epoch  23 | time:  8.09s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  15 / 18 | epoch  23 | time:  7.75s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  16 / 18 | epoch  23 | time:  7.52s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  17 / 18 | epoch  23 | time:  7.62s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  18 / 18 | epoch  23 | time:  7.62s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   1 / 18 | epoch  24 | time:  5.75s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   2 / 18 | epoch  24 | time:  7.51s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   3 / 18 | epoch  24 | time:  8.75s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   4 / 18 | epoch  24 | time:  7.60s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   5 / 18 | epoch  24 | time:  6.72s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   6 / 18 | epoch  24 | time:  7.29s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   7 / 18 | epoch  24 | time:  7.25s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   8 / 18 | epoch  24 | time:  7.27s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   9 / 18 | epoch  24 | time:  8.25s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  10 / 18 | epoch  24 | time:  7.64s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  11 / 18 | epoch  24 | time:  7.71s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  12 / 18 | epoch  24 | time:  7.30s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  13 / 18 | epoch  24 | time:  8.18s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  14 / 18 | epoch  24 | time:  8.01s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  15 / 18 | epoch  24 | time:  7.60s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  16 / 18 | epoch  24 | time:  7.98s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  17 / 18 | epoch  24 | time:  7.10s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  18 / 18 | epoch  24 | time:  7.50s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   1 / 18 | epoch  25 | time:  7.82s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   2 / 18 | epoch  25 | time:  7.65s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   3 / 18 | epoch  25 | time:  8.08s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   4 / 18 | epoch  25 | time:  8.26s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   5 / 18 | epoch  25 | time:  6.70s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   6 / 18 | epoch  25 | time:  7.18s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   7 / 18 | epoch  25 | time:  7.35s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   8 / 18 | epoch  25 | time:  5.71s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   9 / 18 | epoch  25 | time:  8.67s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  10 / 18 | epoch  25 | time:  7.69s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  11 / 18 | epoch  25 | time:  8.22s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  12 / 18 | epoch  25 | time:  7.37s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  13 / 18 | epoch  25 | time:  7.53s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  14 / 18 | epoch  25 | time:  7.27s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  15 / 18 | epoch  25 | time:  7.46s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  16 / 18 | epoch  25 | time:  7.11s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  17 / 18 | epoch  25 | time:  8.01s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  18 / 18 | epoch  25 | time:  7.46s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   1 / 18 | epoch  26 | time:  7.57s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   2 / 18 | epoch  26 | time:  8.79s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   3 / 18 | epoch  26 | time:  8.06s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   4 / 18 | epoch  26 | time:  8.71s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   5 / 18 | epoch  26 | time:  7.11s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   6 / 18 | epoch  26 | time:  5.70s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   7 / 18 | epoch  26 | time:  7.48s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   8 / 18 | epoch  26 | time:  7.26s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   9 / 18 | epoch  26 | time:  7.50s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  10 / 18 | epoch  26 | time:  8.07s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  11 / 18 | epoch  26 | time:  7.18s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  12 / 18 | epoch  26 | time:  7.23s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  13 / 18 | epoch  26 | time:  7.60s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  14 / 18 | epoch  26 | time:  8.19s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  15 / 18 | epoch  26 | time:  7.57s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  16 / 18 | epoch  26 | time:  7.25s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  17 / 18 | epoch  26 | time:  6.79s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  18 / 18 | epoch  26 | time:  8.24s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   1 / 18 | epoch  27 | time:  7.20s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   2 / 18 | epoch  27 | time:  7.30s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   3 / 18 | epoch  27 | time:  7.54s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   4 / 18 | epoch  27 | time:  7.59s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   5 / 18 | epoch  27 | time:  6.72s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   6 / 18 | epoch  27 | time:  7.24s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   7 / 18 | epoch  27 | time:  7.74s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   8 / 18 | epoch  27 | time:  7.70s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   9 / 18 | epoch  27 | time:  8.07s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  10 / 18 | epoch  27 | time:  5.66s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  11 / 18 | epoch  27 | time:  7.29s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  12 / 18 | epoch  27 | time:  8.77s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  13 / 18 | epoch  27 | time:  7.29s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  14 / 18 | epoch  27 | time:  8.19s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  15 / 18 | epoch  27 | time:  8.36s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  16 / 18 | epoch  27 | time:  7.62s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  17 / 18 | epoch  27 | time:  7.54s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  18 / 18 | epoch  27 | time:  8.04s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   1 / 18 | epoch  28 | time:  7.28s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   2 / 18 | epoch  28 | time:  7.50s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   3 / 18 | epoch  28 | time:  5.61s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   4 / 18 | epoch  28 | time:  7.22s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   5 / 18 | epoch  28 | time:  8.06s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   6 / 18 | epoch  28 | time:  7.62s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   7 / 18 | epoch  28 | time:  7.17s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   8 / 18 | epoch  28 | time:  7.51s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split   9 / 18 | epoch  28 | time:  8.68s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  10 / 18 | epoch  28 | time:  8.02s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  11 / 18 | epoch  28 | time:  7.26s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  12 / 18 | epoch  28 | time:  7.62s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  13 / 18 | epoch  28 | time:  6.86s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  14 / 18 | epoch  28 | time:  7.46s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  15 / 18 | epoch  28 | time:  7.70s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  16 / 18 | epoch  28 | time:  7.03s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  17 / 18 | epoch  28 | time:  8.24s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
| end of split  18 / 18 | epoch  28 | time:  8.19s | valid loss  1.90 | valid ppl     6.67 | learning rate 0.0000
